Code,Phases,NVolt_kV,DemP_kW,DemQ_kVAr,Subest,Feeder,Pinst_kW,Qinst_kVAr,Yearly_kWh,NumCust,
P2ULV156   ,1 ,0.42  ,5.98    ,1.21   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT5729 ,14.95   ,3.04   ,35678.59   ,2   ,
P2ULV157   ,1 ,0.42  ,8.18    ,1.66   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT4732 ,20.45   ,4.15   ,78165.27   ,3   ,
P2ULV158   ,1 ,0.42  ,11.86   ,2.41   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT4732 ,29.66   ,6.02   ,113365.80  ,5   ,
P2ULV159   ,1 ,0.42  ,3.91    ,0.79   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT7967 ,9.78    ,1.99   ,22270.75   ,1   ,
P2ULV160   ,1 ,0.42  ,8.37    ,1.70   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT7967 ,20.93   ,4.25   ,72246.56   ,1   ,
P2ULV161   ,1 ,0.42  ,8.30    ,1.69   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT7967 ,20.76   ,4.21   ,71651.23   ,1   ,
P2ULV162   ,1 ,0.42  ,7.58    ,1.54   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT7967 ,18.95   ,3.85   ,65419.55   ,1   ,
P2ULV163   ,1 ,0.42  ,6.38    ,1.30   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT7967 ,15.95   ,3.24   ,55072.22   ,1   ,
P2ULV164   ,1 ,0.42  ,9.80    ,1.99   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT7967 ,24.50   ,4.98   ,83516.48   ,1   ,
P2ULV165   ,1 ,0.42  ,9.12    ,1.85   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT7967 ,22.80   ,4.63   ,78400.13   ,1   ,
P2ULV166   ,1 ,0.42  ,15.64   ,3.18   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT3455 ,39.11   ,7.94   ,127526.50  ,1   ,
P2ULV167   ,1 ,0.42  ,5.64    ,1.14   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT7967 ,14.10   ,2.86   ,48662.16   ,1   ,
P2ULV168   ,1 ,0.42  ,5.71    ,1.16   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT7967 ,14.28   ,2.90   ,34096.29   ,1   ,
P2ULV169   ,1 ,0.42  ,6.22    ,1.26   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT3740  ,15.55   ,3.16   ,59437.43   ,3   ,
P2ULV170   ,1 ,0.42  ,6.90    ,1.40   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT7967 ,17.25   ,3.50   ,41184.42   ,2   ,
P2ULV171   ,1 ,0.42  ,2.30    ,0.47   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT7967 ,5.75    ,1.17   ,11998.59   ,1   ,
P2ULV172   ,1 ,0.42  ,5.53    ,1.12   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT7967 ,13.82   ,2.81   ,32998.31   ,1   ,
P2ULV173   ,1 ,0.42  ,4.83    ,0.98   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT4740  ,12.06   ,2.45   ,28795.19   ,1   ,
P2ULV174   ,1 ,0.42  ,6.00    ,1.22   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT7154  ,14.99   ,3.04   ,35785.79   ,2   ,
P2ULV175   ,1 ,0.42  ,5.34    ,1.08   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT7154  ,13.35   ,2.71   ,31874.04   ,1   ,
P2ULV176   ,1 ,0.42  ,7.15    ,1.45   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT7154  ,17.87   ,3.63   ,42652.54   ,2   ,
P2ULV177   ,1 ,0.42  ,5.15    ,1.05   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT7154  ,12.87   ,2.61   ,30729.03   ,1   ,
P2ULV178   ,1 ,0.42  ,5.51    ,1.12   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT7154  ,13.77   ,2.80   ,32861.07   ,1   ,
P2ULV179   ,1 ,0.42  ,6.20    ,1.26   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT7154  ,15.49   ,3.14   ,36970.43   ,2   ,
P2ULV180   ,1 ,0.42  ,6.16    ,1.25   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT7154  ,15.40   ,3.13   ,36758.34   ,2   ,
P2ULV181   ,1 ,0.42  ,5.56    ,1.13   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT7154  ,13.89   ,2.82   ,33150.77   ,1   ,
P2ULV182   ,1 ,0.42  ,6.09    ,1.24   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT3615  ,15.22   ,3.09   ,36342.94   ,2   ,
P2ULV183   ,1 ,0.42  ,6.69    ,1.36   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT3615  ,16.72   ,3.39   ,39905.66   ,2   ,
P2ULV184   ,1 ,0.42  ,5.27    ,1.07   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT3615  ,13.18   ,2.68   ,31462.36   ,1   ,
P2ULV185   ,3 ,0.42  ,19.92   ,4.05   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT3615  ,49.81   ,10.11  ,153522.80  ,1   ,
P2ULV186   ,1 ,0.42  ,6.83    ,1.39   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT7154  ,17.07   ,3.47   ,40737.80   ,2   ,
P2ULV187   ,1 ,0.42  ,5.22    ,1.06   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT7154  ,13.06   ,2.65   ,31176.52   ,1   ,
P2ULV188   ,1 ,0.42  ,5.75    ,1.17   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT7154  ,14.38   ,2.92   ,34318.67   ,1   ,
P2ULV189   ,1 ,0.42  ,5.74    ,1.17   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT3475  ,14.35   ,2.91   ,34250.29   ,1   ,
P2ULV190   ,1 ,0.42  ,6.34    ,1.29   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT3475  ,15.84   ,3.22   ,37816.52   ,2   ,
P2ULV191   ,1 ,0.42  ,6.58    ,1.34   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT7154  ,16.45   ,3.34   ,39275.61   ,2   ,
P2ULV192   ,1 ,0.42  ,6.40    ,1.30   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT7154  ,16.00   ,3.25   ,38192.86   ,2   ,
P2ULV193   ,1 ,0.42  ,6.24    ,1.27   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT7154  ,15.61   ,3.17   ,37267.27   ,2   ,
P2ULV194   ,1 ,0.42  ,5.78    ,1.17   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT7154  ,14.44   ,2.93   ,34473.42   ,1   ,
P2ULV195   ,1 ,0.42  ,5.91    ,1.20   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT7154  ,14.77   ,3.00   ,35250.90   ,1   ,
P2ULV196   ,1 ,0.42  ,5.82    ,1.18   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT7154  ,14.55   ,2.95   ,34728.32   ,1   ,
P2ULV197   ,1 ,0.42  ,0.54    ,0.18   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT4740  ,1.35    ,0.44   ,3430.00    ,1   ,
P2ULV198   ,1 ,0.42  ,5.65    ,1.15   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT3475  ,14.11   ,2.87   ,33692.95   ,1   ,
P2ULV199   ,1 ,0.42  ,6.15    ,1.25   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT3475  ,15.37   ,3.12   ,36682.14   ,2   ,
P2ULV200   ,1 ,0.42  ,3.22    ,0.65   ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT3884  ,8.04    ,1.63   ,30752.09   ,1   ,
P2ULV201   ,1 ,0.42  ,4.58    ,0.93   ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT3884  ,11.45   ,2.32   ,27113.73   ,1   ,
P2ULV202   ,1 ,0.42  ,2.88    ,0.59   ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT3884  ,7.20    ,1.46   ,15008.51   ,1   ,
P2ULV203   ,1 ,0.42  ,5.35    ,1.09   ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT3884  ,13.36   ,2.71   ,31899.57   ,1   ,
P2ULV204   ,1 ,0.42  ,5.42    ,1.10   ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT8056  ,13.56   ,2.75   ,32372.97   ,1   ,
P2ULV205   ,1 ,0.42  ,7.25    ,1.47   ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT8056  ,18.12   ,3.68   ,43262.59   ,2   ,
P2ULV206   ,1 ,0.42  ,6.68    ,1.36   ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT8056  ,16.71   ,3.39   ,39886.02   ,2   ,
P2ULV207   ,1 ,0.42  ,5.76    ,1.17   ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT8056  ,14.40   ,2.92   ,34373.65   ,1   ,
P2ULV208   ,1 ,0.42  ,5.36    ,1.09   ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT8056  ,13.40   ,2.72   ,31982.00   ,1   ,
P2ULV209   ,1 ,0.42  ,5.59    ,1.14   ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT8056  ,13.98   ,2.84   ,33376.31   ,1   ,
P2ULV210   ,1 ,0.42  ,13.17   ,2.67   ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT3330  ,32.93   ,6.69   ,108890.90  ,1   ,
P2ULV211   ,1 ,0.42  ,16.29   ,3.31   ,P2UHS3_1247  ,P2UHS3_1247 -> P2UDT8444  ,40.72   ,8.27   ,125521.20  ,1   ,
P2ULV212   ,1 ,0.42  ,6.03    ,1.98   ,P2UHS3_1247  ,P2UHS3_1247 -> P2UDT5611  ,15.09   ,4.96   ,38321.22   ,1   ,
P2ULV213   ,1 ,0.42  ,2.07    ,0.42   ,P2UHS3_1247  ,P2UHS3_1247 -> P2UDT5611  ,5.17    ,1.05   ,15927.98   ,1   ,
P2ULV214   ,1 ,0.42  ,0.93    ,0.30   ,P2UHS3_1247  ,P2UHS3_1247 -> P2UDT5611  ,2.32    ,0.76   ,5890.16    ,1   ,
P2ULV215   ,1 ,0.42  ,4.28    ,0.87   ,P2UHS3_1247  ,P2UHS3_1247 -> P2UDT5611  ,10.69   ,2.17   ,24919.78   ,1   ,
P2ULV216   ,1 ,0.42  ,5.63    ,1.14   ,P2UHS3_1247  ,P2UHS3_1247 -> P2UDT8444  ,14.08   ,2.86   ,33620.01   ,1   ,
P2ULV217   ,1 ,0.42  ,5.60    ,1.14   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT7735  ,13.99   ,2.84   ,33401.88   ,1   ,
P2ULV218   ,3 ,0.42  ,28.82   ,5.85   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT7735  ,72.04   ,14.63  ,226745.10  ,1   ,
P2ULV219   ,1 ,0.42  ,3.65    ,1.20   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT8180  ,9.12    ,3.00   ,23167.70   ,1   ,
P2ULV220   ,1 ,0.42  ,4.98    ,1.01   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT5265  ,12.45   ,2.53   ,29712.39   ,1   ,
P2ULV221   ,1 ,0.42  ,7.14    ,1.45   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8564 ,17.84   ,3.62   ,42593.59   ,2   ,
P2ULV222   ,1 ,0.42  ,5.82    ,1.18   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT8180  ,14.56   ,2.96   ,50266.86   ,1   ,
P2ULV223   ,1 ,0.42  ,5.10    ,1.03   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8564 ,12.74   ,2.59   ,30406.72   ,1   ,
P2ULV224   ,1 ,0.42  ,5.26    ,1.07   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8564 ,13.14   ,2.67   ,31368.23   ,1   ,
P2ULV225   ,1 ,0.42  ,5.67    ,1.15   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT433   ,14.18   ,2.88   ,33846.47   ,1   ,
P2ULV226   ,1 ,0.42  ,1.71    ,0.35   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT433   ,4.27    ,0.87   ,8950.33    ,1   ,
P2ULV227   ,3 ,0.42  ,19.82   ,4.02   ,P2UHS3_1247  ,P2UHS3_1247 -> P2UDT5611  ,49.54   ,10.06  ,224449.00  ,1   ,
P2ULV228   ,1 ,0.42  ,4.90    ,0.99   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT433   ,12.24   ,2.49   ,29213.47   ,1   ,
P2ULV229   ,1 ,0.42  ,5.46    ,1.11   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT7573  ,13.65   ,2.77   ,32590.90   ,1   ,
P2ULV230   ,1 ,0.42  ,5.90    ,1.20   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT7573  ,14.75   ,2.99   ,35199.06   ,1   ,
P2ULV231   ,1 ,0.42  ,5.95    ,1.21   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT7573  ,14.88   ,3.02   ,35508.45   ,1   ,
P2ULV232   ,1 ,0.42  ,6.17    ,1.25   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT7573  ,15.43   ,3.13   ,36829.54   ,2   ,
P2ULV233   ,1 ,0.42  ,5.98    ,1.21   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT7573  ,14.94   ,3.03   ,35660.34   ,2   ,
P2ULV234   ,1 ,0.42  ,5.27    ,1.07   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT7573  ,13.17   ,2.67   ,31427.04   ,1   ,
P2ULV235   ,1 ,0.42  ,5.41    ,1.10   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT7573  ,13.52   ,2.74   ,32266.15   ,1   ,
P2ULV236   ,1 ,0.42  ,5.37    ,1.09   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7514 ,13.42   ,2.72   ,32027.65   ,1   ,
P2ULV237   ,1 ,0.42  ,5.53    ,1.12   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT3496  ,13.84   ,2.81   ,33025.35   ,1   ,
P2ULV238   ,1 ,0.42  ,5.45    ,1.11   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT3496  ,13.63   ,2.77   ,32535.21   ,1   ,
P2ULV239   ,1 ,0.42  ,6.53    ,1.33   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT3496  ,16.34   ,3.32   ,38993.45   ,2   ,
P2ULV240   ,1 ,0.42  ,6.30    ,1.28   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT3496  ,15.75   ,3.20   ,37594.89   ,2   ,
P2ULV241   ,1 ,0.42  ,5.83    ,1.18   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT7573  ,14.58   ,2.96   ,34807.44   ,1   ,
P2ULV242   ,1 ,0.42  ,5.95    ,1.21   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT7573  ,14.88   ,3.02   ,35523.64   ,1   ,
P2ULV243   ,3 ,0.42  ,5.66    ,1.15   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7118 ,14.15   ,2.87   ,33766.34   ,1   ,
P2ULV244   ,1 ,0.42  ,6.05    ,1.23   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7514 ,15.13   ,3.07   ,36109.24   ,2   ,
P2ULV245   ,1 ,0.42  ,5.79    ,1.18   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7514 ,14.48   ,2.94   ,34573.58   ,1   ,
P2ULV246   ,1 ,0.42  ,5.81    ,1.18   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7514 ,14.52   ,2.95   ,34652.26   ,1   ,
P2ULV247   ,1 ,0.42  ,6.61    ,1.34   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7514 ,16.53   ,3.36   ,39462.84   ,2   ,
P2ULV248   ,1 ,0.42  ,5.21    ,1.06   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7514 ,13.04   ,2.65   ,31116.77   ,1   ,
P2ULV249   ,1 ,0.42  ,5.36    ,1.09   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7514 ,13.39   ,2.72   ,31973.89   ,1   ,
P2ULV250   ,1 ,0.42  ,5.24    ,1.06   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7514 ,13.09   ,2.66   ,31258.39   ,1   ,
P2ULV251   ,1 ,0.42  ,5.25    ,1.07   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7514 ,13.12   ,2.66   ,31306.68   ,1   ,
P2ULV252   ,1 ,0.42  ,6.04    ,1.23   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7514 ,15.11   ,3.07   ,36061.96   ,2   ,
P2ULV253   ,1 ,0.42  ,6.12    ,1.24   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8564 ,15.31   ,3.11   ,36545.79   ,2   ,
P2ULV254   ,1 ,0.42  ,6.17    ,1.25   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8564 ,15.44   ,3.13   ,36849.32   ,2   ,
P2ULV255   ,1 ,0.42  ,5.65    ,1.15   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8564 ,14.12   ,2.87   ,33716.96   ,1   ,
P2ULV256   ,1 ,0.42  ,5.90    ,1.20   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8564 ,14.75   ,3.00   ,35210.02   ,1   ,
P2ULV257   ,1 ,0.42  ,3.07    ,0.62   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8615 ,7.68    ,1.56   ,16185.25   ,1   ,
P2ULV258   ,1 ,0.42  ,5.26    ,1.07   ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT6883 ,13.15   ,2.67   ,31385.54   ,1   ,
P2ULV259   ,1 ,0.42  ,5.52    ,1.12   ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT6883 ,13.79   ,2.80   ,32923.16   ,1   ,
P2ULV260   ,1 ,0.42  ,5.80    ,1.18   ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT6883 ,14.51   ,2.95   ,34627.83   ,1   ,
P2ULV261   ,1 ,0.42  ,5.75    ,1.17   ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT6883 ,14.37   ,2.92   ,34308.90   ,1   ,
P2ULV262   ,1 ,0.42  ,6.83    ,1.39   ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT6883 ,17.07   ,3.47   ,40749.47   ,2   ,
P2ULV263   ,1 ,0.42  ,5.22    ,1.06   ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT6883 ,13.04   ,2.65   ,31136.20   ,1   ,
P2ULV264   ,1 ,0.42  ,5.60    ,1.14   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7412 ,14.01   ,2.85   ,33448.81   ,1   ,
P2ULV265   ,1 ,0.42  ,7.87    ,1.60   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7412 ,19.68   ,4.00   ,46977.87   ,3   ,
P2ULV266   ,1 ,0.42  ,6.00    ,1.22   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7412 ,15.01   ,3.05   ,35821.16   ,2   ,
P2ULV267   ,1 ,0.42  ,5.43    ,1.10   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7412 ,13.57   ,2.76   ,32395.60   ,1   ,
P2ULV268   ,1 ,0.42  ,4.95    ,1.00   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8615 ,12.37   ,2.51   ,29535.02   ,1   ,
P2ULV269   ,1 ,0.42  ,5.76    ,1.17   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8615 ,14.41   ,2.93   ,34393.64   ,1   ,
P2ULV270   ,1 ,0.42  ,3.07    ,0.62   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8615 ,7.67    ,1.56   ,16171.94   ,1   ,
P2ULV271   ,1 ,0.42  ,6.96    ,1.41   ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8615 ,17.40   ,3.53   ,41527.16   ,2   ,
P2ULV272   ,1 ,0.42  ,6.20    ,1.26   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,15.51   ,3.15   ,37024.30   ,2   ,
P2ULV273   ,1 ,0.42  ,6.11    ,1.24   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,15.26   ,3.10   ,36434.43   ,2   ,
P2ULV274   ,1 ,0.42  ,6.36    ,1.29   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,15.90   ,3.23   ,37944.41   ,2   ,
P2ULV275   ,1 ,0.42  ,6.68    ,1.36   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,16.70   ,3.39   ,39860.19   ,2   ,
P2ULV276   ,1 ,0.42  ,5.52    ,1.12   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,13.80   ,2.80   ,32937.86   ,1   ,
P2ULV277   ,1 ,0.42  ,6.54    ,1.33   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,16.34   ,3.32   ,39000.68   ,2   ,
P2ULV278   ,1 ,0.42  ,6.31    ,1.28   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT6420  ,15.78   ,3.20   ,37668.63   ,2   ,
P2ULV279   ,3 ,0.42  ,30.74   ,6.24   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT6420  ,76.84   ,15.60  ,293727.90  ,14  ,
P2ULV280   ,1 ,0.42  ,5.66    ,1.15   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT6420  ,14.15   ,2.87   ,33772.39   ,1   ,
P2ULV281   ,1 ,0.42  ,9.60    ,1.95   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT6420  ,24.01   ,4.87   ,91770.26   ,4   ,
P2ULV282   ,1 ,0.42  ,7.65    ,1.55   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT6420  ,19.12   ,3.88   ,45639.45   ,3   ,
P2ULV283   ,1 ,0.42  ,6.59    ,1.34   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT6420  ,16.48   ,3.35   ,63005.05   ,3   ,
P2ULV284   ,1 ,0.42  ,6.30    ,1.28   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,15.76   ,3.20   ,37614.36   ,2   ,
P2ULV285   ,1 ,0.42  ,12.67   ,2.57   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT6420  ,31.68   ,6.43   ,121111.40  ,5   ,
P2ULV286   ,1 ,0.42  ,1.62    ,0.53   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT6420  ,4.06    ,1.33   ,10316.59   ,1   ,
P2ULV287   ,1 ,0.42  ,5.61    ,1.14   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT6420  ,14.03   ,2.85   ,33492.55   ,1   ,
P2ULV288   ,3 ,0.42  ,30.63   ,6.22   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT6420  ,76.58   ,15.55  ,292723.20  ,14  ,
P2ULV289   ,1 ,0.42  ,6.61    ,1.34   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,16.52   ,3.36   ,39443.77   ,2   ,
P2ULV290   ,1 ,0.42  ,5.53    ,1.12   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,13.81   ,2.81   ,32977.43   ,1   ,
P2ULV291   ,1 ,0.42  ,6.36    ,1.29   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT4184  ,15.90   ,3.23   ,37953.27   ,2   ,
P2ULV292   ,1 ,0.42  ,6.63    ,1.35   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT4184  ,16.57   ,3.37   ,39560.83   ,2   ,
P2ULV293   ,1 ,0.42  ,6.20    ,1.26   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT4184  ,15.50   ,3.15   ,36993.30   ,2   ,
P2ULV294   ,1 ,0.42  ,8.21    ,1.67   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT4184  ,20.53   ,4.17   ,48997.34   ,3   ,
P2ULV295   ,1 ,0.42  ,7.17    ,1.46   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT4184  ,17.93   ,3.64   ,42789.22   ,2   ,
P2ULV296   ,1 ,0.42  ,5.09    ,1.03   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT4184  ,12.72   ,2.58   ,30373.95   ,1   ,
P2ULV297   ,1 ,0.42  ,3.48    ,1.14   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8122  ,8.69    ,2.86   ,22070.29   ,1   ,
P2ULV298   ,1 ,0.42  ,10.68   ,3.51   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8122  ,26.69   ,8.77   ,67794.34   ,1   ,
P2ULV299   ,1 ,0.42  ,5.68    ,1.15   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8078  ,14.20   ,2.88   ,33892.12   ,1   ,
P2ULV300   ,1 ,0.42  ,7.13    ,1.45   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8078  ,17.81   ,3.62   ,42524.02   ,2   ,
P2ULV301   ,1 ,0.42  ,6.18    ,1.25   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8078  ,15.45   ,3.14   ,36882.29   ,2   ,
P2ULV302   ,1 ,0.42  ,6.29    ,1.28   ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT8078  ,15.72   ,3.19   ,37520.46   ,2   ,
P2ULV303   ,3 ,0.42  ,43.01   ,14.14  ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT5538  ,107.53  ,35.34  ,273133.30  ,1   ,
P2ULV304   ,1 ,0.42  ,6.44    ,1.31   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,16.09   ,3.27   ,38415.91   ,2   ,
P2ULV305   ,1 ,0.42  ,6.23    ,1.26   ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,15.57   ,3.16   ,37155.04   ,2   ,
P2ULV306   ,1 ,0.42  ,14.62   ,2.97   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT6561  ,36.55   ,7.42   ,119824.00  ,1   ,
P2ULV307   ,1 ,0.42  ,15.25   ,3.10   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT6561  ,38.12   ,7.74   ,124541.80  ,1   ,
P2ULV308   ,1 ,0.42  ,6.69    ,1.36   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT6561  ,16.72   ,3.39   ,57707.93   ,1   ,
P2ULV309   ,1 ,0.42  ,8.29    ,1.68   ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT6561  ,20.72   ,4.21   ,71538.70   ,1   ,
P2ULV310   ,1 ,0.42  ,6.04    ,1.23   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT5729 ,15.11   ,3.07   ,36069.14   ,2   ,
P2ULV311   ,1 ,0.42  ,5.40    ,1.10   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT5729 ,13.50   ,2.74   ,32225.58   ,1   ,
