Code,Phases,NVolt_kV,DemP_kW,DemQ_kVAr,Subest,Feeder,Pinst_kW,Qinst_kVAr,Yearly_kWh,NumCust,
P1RLV156   ,1 ,0.42  ,11.43   ,2.32   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5481 ,28.59   ,5.80   ,88109.45   ,1  ,
P1RLV157   ,3 ,0.42  ,35.58   ,7.22   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5481 ,88.95   ,18.06  ,274162.50  ,1  ,
P1RLV158   ,1 ,0.42  ,5.53    ,1.12   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5481 ,13.82   ,2.81   ,32989.66   ,1  ,
P1RLV159   ,1 ,0.42  ,0.99    ,0.32   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT7669 ,2.46    ,0.81   ,6258.14    ,1  ,
P1RLV160   ,1 ,0.42  ,5.11    ,1.04   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1161 ,12.78   ,2.60   ,30518.75   ,1  ,
P1RLV161   ,1 ,0.42  ,1.08    ,0.36   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1161 ,2.70    ,0.89   ,6868.67    ,1  ,
P1RLV162   ,1 ,0.42  ,6.65    ,1.35   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1161 ,16.62   ,3.38   ,39677.41   ,2  ,
P1RLV163   ,1 ,0.42  ,5.28    ,1.07   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1161 ,13.21   ,2.68   ,31535.71   ,1  ,
P1RLV164   ,1 ,0.42  ,6.00    ,1.22   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1161 ,15.01   ,3.05   ,35819.33   ,2  ,
P1RLV165   ,1 ,0.42  ,1.79    ,0.59   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1161 ,4.48    ,1.47   ,11381.78   ,1  ,
P1RLV166   ,1 ,0.42  ,2.39    ,0.78   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1161 ,5.96    ,1.96   ,15150.97   ,1  ,
P1RLV167   ,1 ,0.42  ,1.71    ,0.56   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1161 ,4.28    ,1.41   ,10880.44   ,1  ,
P1RLV168   ,1 ,0.42  ,6.58    ,1.34   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,16.44   ,3.34   ,39240.59   ,2  ,
P1RLV169   ,1 ,0.42  ,4.83    ,0.98   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,12.09   ,2.45   ,28853.67   ,1  ,
P1RLV170   ,1 ,0.42  ,5.00    ,1.01   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,12.49   ,2.54   ,29811.51   ,1  ,
P1RLV171   ,1 ,0.42  ,5.84    ,1.19   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT1528 ,14.60   ,2.97   ,34860.36   ,1  ,
P1RLV172   ,1 ,0.42  ,6.00    ,1.22   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT1528 ,15.00   ,3.05   ,35817.63   ,2  ,
P1RLV173   ,1 ,0.42  ,7.27    ,1.48   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,18.18   ,3.69   ,43402.24   ,3  ,
P1RLV174   ,1 ,0.42  ,7.08    ,1.44   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,17.71   ,3.60   ,42276.33   ,2  ,
P1RLV175   ,1 ,0.42  ,5.74    ,1.16   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,14.34   ,2.91   ,34235.27   ,1  ,
P1RLV176   ,1 ,0.42  ,5.68    ,1.15   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,14.21   ,2.89   ,33924.54   ,1  ,
P1RLV177   ,1 ,0.42  ,2.14    ,0.70   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,5.36    ,1.76   ,13604.76   ,1  ,
P1RLV178   ,1 ,0.42  ,7.14    ,1.45   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,17.84   ,3.62   ,42593.52   ,2  ,
P1RLV179   ,1 ,0.42  ,5.76    ,1.17   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,14.41   ,2.93   ,34395.20   ,1  ,
P1RLV180   ,1 ,0.42  ,5.83    ,1.18   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,14.57   ,2.96   ,34775.25   ,1  ,
P1RLV181   ,1 ,0.42  ,2.82    ,0.93   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1161 ,7.05    ,2.32   ,17911.89   ,1  ,
P1RLV182   ,1 ,0.42  ,7.72    ,1.57   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3426 ,19.30   ,3.92   ,46067.23   ,3  ,
P1RLV183   ,1 ,0.42  ,5.02    ,1.02   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3426 ,12.55   ,2.55   ,29947.21   ,1  ,
P1RLV184   ,1 ,0.42  ,1.32    ,0.27   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3426 ,3.30    ,0.67   ,6939.52    ,1  ,
P1RLV185   ,1 ,0.42  ,5.09    ,1.03   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT4805 ,12.73   ,2.58   ,30379.53   ,1  ,
P1RLV186   ,1 ,0.42  ,3.18    ,0.65   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT5663 ,7.95    ,1.61   ,16971.95   ,1  ,
P1RLV187   ,1 ,0.42  ,2.04    ,0.41   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT6854 ,5.09    ,1.03   ,10646.95   ,1  ,
P1RLV188   ,1 ,0.42  ,7.31    ,1.48   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT6854 ,18.28   ,3.71   ,43627.18   ,3  ,
P1RLV189   ,1 ,0.42  ,5.69    ,1.16   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT6854 ,14.24   ,2.89   ,33983.40   ,1  ,
P1RLV62    ,1 ,0.42  ,5.57    ,1.13   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,13.93   ,2.83   ,33255.86   ,1  ,
P1RLV191   ,1 ,0.42  ,5.91    ,1.20   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT4805 ,14.77   ,3.00   ,35248.24   ,1  ,
P1RLV192   ,1 ,0.42  ,5.34    ,1.08   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,13.34   ,2.71   ,31840.91   ,1  ,
P1RLV193   ,1 ,0.42  ,17.95   ,5.90   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,44.88   ,14.75  ,113994.60  ,1  ,
P1RLV194   ,1 ,0.42  ,7.73    ,1.57   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,19.33   ,3.93   ,46146.53   ,3  ,
P1RLV195   ,1 ,0.42  ,6.38    ,1.30   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,15.94   ,3.24   ,38059.88   ,2  ,
P1RLV196   ,1 ,0.42  ,6.04    ,1.23   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,15.11   ,3.07   ,36062.83   ,2  ,
P1RLV197   ,1 ,0.42  ,5.10    ,1.03   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,12.74   ,2.59   ,30409.64   ,1  ,
P1RLV198   ,1 ,0.42  ,6.14    ,1.25   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT3039 ,15.36   ,3.12   ,36661.84   ,2  ,
P1RLV199   ,1 ,0.42  ,6.54    ,1.33   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT6854 ,16.35   ,3.32   ,39019.36   ,2  ,
P1RLV200   ,1 ,0.42  ,4.75    ,0.96   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT6854 ,11.87   ,2.41   ,28327.58   ,1  ,
P1RLV201   ,1 ,0.42  ,18.62   ,3.78   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT6854 ,46.56   ,9.45   ,143520.40  ,1  ,
P1RLV202   ,1 ,0.42  ,6.11    ,1.24   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,15.26   ,3.10   ,36438.63   ,2  ,
P1RLV203   ,1 ,0.42  ,5.17    ,1.05   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,12.93   ,2.63   ,30867.79   ,1  ,
P1RLV204   ,1 ,0.42  ,2.25    ,0.74   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,5.63    ,1.85   ,14303.40   ,1  ,
P1RLV205   ,1 ,0.42  ,5.22    ,1.06   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7147 ,13.06   ,2.65   ,31172.95   ,1  ,
P1RLV206   ,1 ,0.42  ,10.77   ,2.19   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7147 ,26.92   ,5.47   ,64251.50   ,5  ,
P1RLV207   ,1 ,0.42  ,5.45    ,1.11   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7147 ,13.63   ,2.77   ,32525.89   ,1  ,
P1RLV208   ,1 ,0.42  ,6.00    ,1.22   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7147 ,15.01   ,3.05   ,35826.30   ,2  ,
P1RLV209   ,1 ,0.42  ,6.06    ,1.23   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7147 ,15.16   ,3.08   ,36187.34   ,2  ,
P1RLV210   ,1 ,0.42  ,6.30    ,1.28   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,15.75   ,3.20   ,37605.92   ,2  ,
P1RLV211   ,1 ,0.42  ,4.77    ,0.97   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,11.93   ,2.42   ,28468.89   ,1  ,
P1RLV212   ,1 ,0.42  ,6.10    ,1.24   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,15.26   ,3.10   ,36426.48   ,2  ,
P1RLV213   ,1 ,0.42  ,5.56    ,1.13   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,13.90   ,2.82   ,33191.44   ,1  ,
P1RLV214   ,1 ,0.42  ,5.44    ,1.10   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,13.59   ,2.76   ,32439.33   ,1  ,
P1RLV215   ,1 ,0.42  ,6.18    ,1.26   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT6561 ,15.46   ,3.14   ,36899.45   ,2  ,
P1RLV216   ,3 ,0.42  ,39.19   ,7.96   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,97.99   ,19.90  ,304908.80  ,1  ,
P1RLV217   ,1 ,0.42  ,5.19    ,1.05   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,12.97   ,2.63   ,30953.73   ,1  ,
P1RLV218   ,1 ,0.42  ,2.80    ,0.92   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,6.99    ,2.30   ,17759.22   ,1  ,
P1RLV219   ,1 ,0.42  ,5.17    ,1.05   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,12.92   ,2.62   ,30836.23   ,1  ,
P1RLV220   ,1 ,0.42  ,6.07    ,1.23   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,15.18   ,3.08   ,36241.40   ,2  ,
P1RLV221   ,1 ,0.42  ,5.53    ,1.12   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,13.82   ,2.81   ,32988.77   ,1  ,
P1RLV222   ,1 ,0.42  ,5.75    ,1.17   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,14.37   ,2.92   ,34291.27   ,1  ,
P1RLV223   ,1 ,0.42  ,5.27    ,1.07   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,13.18   ,2.68   ,31467.64   ,1  ,
P1RLV224   ,1 ,0.42  ,7.28    ,1.48   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT8064 ,18.20   ,3.70   ,43444.47   ,3  ,
P1RLV225   ,1 ,0.42  ,4.39    ,0.89   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,10.96   ,2.23   ,25715.35   ,1  ,
P1RLV226   ,1 ,0.42  ,5.81    ,1.18   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,14.53   ,2.95   ,34678.02   ,1  ,
P1RLV227   ,1 ,0.42  ,5.92    ,1.20   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,14.81   ,3.01   ,35345.73   ,1  ,
P1RLV228   ,1 ,0.42  ,4.01    ,0.81   ,P1RHS6_1247 ,P1RHS6_1247 -> P1RDT476  ,10.03   ,2.04   ,23002.24   ,1  ,
P1RLV229   ,1 ,0.42  ,0.59    ,0.19   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,1.46    ,0.48   ,3721.06    ,1  ,
P1RLV230   ,1 ,0.42  ,2.77    ,0.56   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,6.92    ,1.41   ,14433.20   ,1  ,
P1RLV231   ,1 ,0.42  ,6.12    ,1.24   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,15.30   ,3.11   ,36524.63   ,2  ,
P1RLV232   ,1 ,0.42  ,1.73    ,0.57   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT7748 ,4.33    ,1.42   ,11007.02   ,1  ,
P1RLV233   ,1 ,0.42  ,0.34    ,0.11   ,P1RHS0_1247 ,P1RHS0_1247 -> P1RDT6854 ,0.86    ,0.28   ,2183.79    ,1  ,
P1RLV234   ,1 ,0.42  ,2.77    ,0.91   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8207 ,6.92    ,2.28   ,17583.86   ,1  ,
P1RLV235   ,1 ,0.42  ,4.84    ,0.98   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,12.10   ,2.46   ,28879.13   ,1  ,
P1RLV236   ,1 ,0.42  ,6.04    ,1.23   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,15.11   ,3.07   ,36068.78   ,2  ,
P1RLV237   ,1 ,0.42  ,3.96    ,0.80   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8207 ,9.91    ,2.01   ,22659.59   ,1  ,
P1RLV238   ,1 ,0.42  ,6.67    ,1.35   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8207 ,16.68   ,3.39   ,39810.74   ,2  ,
P1RLV239   ,1 ,0.42  ,4.88    ,0.99   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8207 ,12.21   ,2.48   ,29135.92   ,1  ,
P1RLV240   ,1 ,0.42  ,1.37    ,0.45   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,3.42    ,1.12   ,8688.32    ,1  ,
P1RLV241   ,1 ,0.42  ,6.81    ,1.38   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,17.03   ,3.46   ,40652.22   ,2  ,
P1RLV242   ,1 ,0.42  ,5.21    ,1.06   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,13.03   ,2.64   ,31092.50   ,1  ,
P1RLV243   ,1 ,0.42  ,5.61    ,1.14   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,14.02   ,2.85   ,33473.06   ,1  ,
P1RLV244   ,1 ,0.42  ,3.39    ,1.11   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,8.47    ,2.78   ,21512.05   ,1  ,
P1RLV245   ,1 ,0.42  ,16.45   ,3.34   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,41.13   ,8.35   ,133606.60  ,1  ,
P1RLV246   ,1 ,0.42  ,1.74    ,0.57   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT3467 ,4.35    ,1.43   ,11054.84   ,1  ,
P1RLV247   ,1 ,0.42  ,6.66    ,1.35   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,16.65   ,3.38   ,39753.88   ,2  ,
P1RLV248   ,1 ,0.42  ,4.96    ,1.01   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,12.40   ,2.52   ,29607.28   ,1  ,
P1RLV249   ,1 ,0.42  ,6.13    ,1.25   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,15.33   ,3.11   ,36598.46   ,2  ,
P1RLV250   ,1 ,0.42  ,5.61    ,1.14   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,14.03   ,2.85   ,33493.23   ,1  ,
P1RLV251   ,1 ,0.42  ,6.25    ,1.27   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,15.62   ,3.17   ,37287.45   ,2  ,
P1RLV252   ,1 ,0.42  ,4.85    ,0.99   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,12.14   ,2.46   ,28968.43   ,1  ,
P1RLV253   ,1 ,0.42  ,5.11    ,1.04   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,12.77   ,2.59   ,30490.71   ,1  ,
P1RLV254   ,1 ,0.42  ,3.48    ,0.71   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2378 ,8.70    ,1.77   ,19153.55   ,1  ,
P1RLV255   ,1 ,0.42  ,5.48    ,1.11   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,13.70   ,2.78   ,32703.64   ,1  ,
P1RLV256   ,1 ,0.42  ,6.14    ,1.25   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,15.34   ,3.11   ,36614.59   ,2  ,
P1RLV257   ,1 ,0.42  ,3.70    ,0.75   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,9.26    ,1.88   ,20759.89   ,1  ,
P1RLV258   ,1 ,0.42  ,4.80    ,0.97   ,P1RHS5_1247 ,P1RHS5_1247 -> P1RDT1339 ,12.00   ,2.44   ,28651.19   ,1  ,
P1RLV259   ,1 ,0.42  ,6.22    ,1.26   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,15.54   ,3.16   ,37106.09   ,2  ,
P1RLV260   ,1 ,0.42  ,6.21    ,1.26   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT8208 ,15.54   ,3.15   ,37083.73   ,2  ,
P1RLV261   ,1 ,0.42  ,7.00    ,1.42   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,17.50   ,3.55   ,41784.60   ,2  ,
P1RLV262   ,1 ,0.42  ,10.90   ,2.21   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,27.26   ,5.54   ,91828.36   ,1  ,
P1RLV263   ,1 ,0.42  ,8.05    ,2.65   ,P1RHS3_1247 ,P1RHS3_1247 -> P1RDT2874 ,20.13   ,6.62   ,51123.61   ,1  ,
P1RLV264   ,1 ,0.42  ,5.70    ,1.16   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,14.24   ,2.89   ,33987.75   ,1  ,
P1RLV265   ,1 ,0.42  ,7.03    ,1.43   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,17.58   ,3.57   ,41956.72   ,2  ,
P1RLV266   ,1 ,0.42  ,2.12    ,0.70   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,5.31    ,1.75   ,13488.50   ,1  ,
P1RLV267   ,1 ,0.42  ,3.57    ,1.17   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6578 ,8.93    ,2.94   ,22690.97   ,1  ,
P1RLV268   ,1 ,0.42  ,5.44    ,1.11   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,13.61   ,2.76   ,32485.23   ,1  ,
P1RLV269   ,1 ,0.42  ,4.81    ,0.98   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,12.04   ,2.44   ,28732.07   ,1  ,
P1RLV270   ,1 ,0.42  ,7.96    ,1.62   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,19.91   ,4.04   ,47526.54   ,3  ,
P1RLV271   ,1 ,0.42  ,7.24    ,1.47   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT6634 ,18.11   ,3.68   ,43234.83   ,2  ,
P1RLV272   ,1 ,0.42  ,6.09    ,1.24   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT2397 ,15.24   ,3.09   ,36371.92   ,2  ,
P1RLV273   ,1 ,0.42  ,7.32    ,1.49   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT2397 ,18.31   ,3.72   ,43705.27   ,3  ,
P1RLV274   ,1 ,0.42  ,3.72    ,1.22   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT2397 ,9.30    ,3.06   ,23620.84   ,1  ,
P1RLV275   ,1 ,0.42  ,1.77    ,0.58   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT2397 ,4.42    ,1.45   ,11223.92   ,1  ,
P1RLV276   ,1 ,0.42  ,4.27    ,0.87   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT2397 ,10.68   ,2.17   ,24883.50   ,1  ,
P1RLV277   ,1 ,0.42  ,6.47    ,1.31   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,16.16   ,3.28   ,38586.90   ,2  ,
P1RLV278   ,1 ,0.42  ,2.88    ,0.95   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT2300 ,7.19    ,2.36   ,18259.70   ,1  ,
P1RLV279   ,1 ,0.42  ,5.44    ,1.11   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT2300 ,13.61   ,2.76   ,32484.80   ,1  ,
P1RLV280   ,1 ,0.42  ,7.76    ,1.58   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT2397 ,19.40   ,3.94   ,46303.13   ,3  ,
P1RLV281   ,1 ,0.42  ,6.28    ,1.27   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT2397 ,15.70   ,3.19   ,37465.21   ,2  ,
P1RLV282   ,1 ,0.42  ,5.00    ,1.02   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT2397 ,12.50   ,2.54   ,29847.02   ,1  ,
P1RLV283   ,1 ,0.42  ,5.12    ,1.04   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT5979 ,12.81   ,2.60   ,30574.60   ,1  ,
P1RLV284   ,1 ,0.42  ,5.47    ,1.11   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT5979 ,13.68   ,2.78   ,32664.39   ,1  ,
P1RLV285   ,1 ,0.42  ,5.40    ,1.10   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT5979 ,13.50   ,2.74   ,32227.37   ,1  ,
P1RLV286   ,1 ,0.42  ,5.00    ,1.02   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT6999 ,12.50   ,2.54   ,29830.97   ,1  ,
P1RLV287   ,1 ,0.42  ,9.95    ,2.02   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5851 ,24.87   ,5.05   ,59370.56   ,5  ,
P1RLV288   ,1 ,0.42  ,3.96    ,0.80   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5851 ,9.91    ,2.01   ,22644.37   ,1  ,
P1RLV289   ,1 ,0.42  ,4.78    ,0.97   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5185 ,11.96   ,2.43   ,28538.42   ,1  ,
P1RLV290   ,1 ,0.42  ,6.33    ,1.29   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT4715 ,15.82   ,3.21   ,37768.57   ,2  ,
P1RLV291   ,1 ,0.42  ,5.15    ,1.05   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5481 ,12.87   ,2.61   ,30730.06   ,1  ,
P1RLV292   ,1 ,0.42  ,8.30    ,1.69   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5481 ,20.76   ,4.22   ,49550.28   ,3  ,
P1RLV293   ,1 ,0.42  ,7.96    ,1.62   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5481 ,19.90   ,4.04   ,47502.20   ,3  ,
P1RLV294   ,1 ,0.42  ,11.29   ,2.29   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5185 ,28.22   ,5.73   ,107883.70  ,5  ,
P1RLV295   ,1 ,0.42  ,0.79    ,0.26   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5185 ,1.97    ,0.65   ,5001.92    ,1  ,
P1RLV296   ,1 ,0.42  ,9.32    ,1.89   ,P1RHS1_1247 ,P1RHS1_1247 -> P1RDT5979 ,23.31   ,4.73   ,55638.79   ,4  ,
P1RLV297   ,1 ,0.42  ,3.57    ,0.73   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5481 ,8.93    ,1.81   ,19822.02   ,1  ,
P1RLV298   ,1 ,0.42  ,5.00    ,1.02   ,P1RHS4_1247 ,P1RHS4_1247 -> P1RDT5481 ,12.51   ,2.54   ,38563.98   ,1  ,
P1RLV299   ,1 ,0.42  ,2.15    ,0.44   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT7669 ,5.37    ,1.09   ,11231.68   ,1  ,
P1RLV300   ,1 ,0.42  ,5.21    ,1.06   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT7669 ,13.02   ,2.64   ,31069.90   ,1  ,
P1RLV301   ,1 ,0.42  ,5.21    ,1.06   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1161 ,13.03   ,2.64   ,31091.79   ,1  ,
P1RLV302   ,1 ,0.42  ,5.07    ,1.03   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1161 ,12.67   ,2.57   ,30247.84   ,1  ,
P1RLV303   ,1 ,0.42  ,5.74    ,1.17   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1161 ,14.34   ,2.91   ,34240.83   ,1  ,
P1RLV304   ,1 ,0.42  ,6.11    ,1.24   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,15.28   ,3.10   ,36471.15   ,2  ,
P1RLV305   ,1 ,0.42  ,5.42    ,1.10   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,13.56   ,2.75   ,32358.68   ,1  ,
P1RLV306   ,1 ,0.42  ,5.91    ,1.20   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,14.78   ,3.00   ,35280.93   ,1  ,
P1RLV307   ,1 ,0.42  ,6.00    ,1.22   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,15.00   ,3.05   ,35806.45   ,2  ,
P1RLV308   ,1 ,0.42  ,2.49    ,0.51   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,6.22    ,1.26   ,21473.17   ,1  ,
P1RLV309   ,1 ,0.42  ,9.66    ,3.17   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,24.15   ,7.94   ,61338.23   ,1  ,
P1RLV310   ,1 ,0.42  ,3.75    ,1.23   ,P1RHS7_1247 ,P1RHS7_1247 -> P1RDT1291 ,9.37    ,3.08   ,23803.39   ,1  ,
P1RLV311   ,1 ,0.42  ,3.08    ,0.62   ,P1RHS2_1247 ,P1RHS2_1247 -> P1RDT1528 ,7.69    ,1.56   ,16216.48   ,1  ,
